PERIOD,OwnerId,DealID,Opportunity stage,Closed won,Closed lost,Inbound Calls,Inbound Email,Outbound Email,Meetings Scheduled,Lead Response Time,Average Contract Value,Sales Cycle Length,Linkedin Messaging,Daily opportunity movements,Outbound leads created,Contacts per/in company,Sales by territory,Sales by industry,Sales by channel,Number of Demos
2021-01-09,4,209,Negotiation,0,0,3,4,2,3,25,4932.82,227,7,1,3,2,0,1,2,1
2021-10-31,4,209,Commitment,0,0,3,4,2,3,25,4932.82,287,7,1,3,2,0,1,2,1
2021-01-11,4,209,Closed,0,1,7,2,1,2,20,3633.48,288,0,0,4,2,0,1,2,2
2021-01-19,2,210,Negotiation,0,0,0,1,0,0,42,1525.57,0,5,4,5,9,2,1,0,2
2021-02-06,2,210,Interaction,0,0,1,1,3,4,36,1525.57,134,6,3,3,7,2,1,0,3
2021-01-10,2,210,Pitching,0,0,9,2,1,2,33,1525.57,255,1,3,3,3,2,1,0,2
2021-05-10,2,210,Commitment,0,0,9,2,1,2,33,1525.57,259,1,3,3,3,2,1,0,2
2021-06-10,2,210,Closed,1,0,0,3,2,2,26,4425.38,260,8,4,0,7,2,1,0,2
2021-06-01,5,211,Interaction,0,0,6,1,2,2,38,670.41,0,5,4,6,4,0,2,1,1
2021-01-23,5,211,Negotiation,0,0,8,4,4,0,33,708.15,17,3,3,7,1,0,2,1,2
2021-02-14,5,211,Pitching,0,0,5,4,3,1,46,708.15,39,2,2,8,7,0,2,1,2
2021-11-30,5,211,Commitment,0,0,5,4,3,1,46,708.15,328,2,2,8,7,0,2,1,2
2021-01-12,5,211,Closed,1,0,4,2,1,0,11,708.15,329,7,4,9,7,0,2,1,3
2021-01-13,5,212,Negotiation,0,0,9,1,3,4,46,1711.27,0,1,0,9,1,2,0,0,0
2021-01-04,5,212,Pitching,0,0,5,3,1,2,10,2308.68,78,1,0,4,3,2,0,0,1
2021-04-16,5,212,Interaction,0,0,9,0,3,2,27,4236.43,93,2,4,8,4,2,0,0,2
2021-06-30,5,212,Commitment,0,0,9,0,3,2,27,4236.43,168,2,4,8,4,2,0,0,2
2021-01-07,5,212,Closed,0,1,9,3,0,2,11,2308.68,169,2,2,7,2,2,0,0,1
2021-01-23,2,213,Negotiation,0,0,8,1,3,4,7,3570.1,0,9,1,3,8,0,2,0,1
2021-02-14,2,213,Pitching,0,0,4,1,3,0,18,3570.1,22,7,0,8,3,0,2,0,0
2021-10-14,2,213,Interaction,0,0,7,0,4,3,15,2817.2,264,5,4,4,4,0,2,0,0
2021-11-30,2,213,Commitment,0,0,7,0,4,3,15,2817.2,311,5,4,4,4,0,2,0,0
2021-01-12,2,213,Closed,0,1,2,1,1,0,16,3570.1,312,8,2,3,5,0,2,0,3
2021-01-21,2,214,Negotiation,0,0,9,0,3,0,39,2409.47,0,7,1,0,7,1,3,1,3
2021-09-09,2,214,Interaction,0,0,8,3,4,1,46,3074.34,231,7,3,0,4,1,3,1,1
2021-02-10,2,214,Pitching,0,0,7,0,4,0,5,2409.47,254,1,1,9,5,1,3,1,2
2021-10-31,2,214,Commitment,0,0,7,0,4,0,5,2409.47,283,1,1,9,5,1,3,1,2
2021-01-11,2,214,Closed,0,1,9,3,4,2,35,2409.47,284,7,0,8,5,1,3,1,0
2021-01-13,1,215,Interaction,0,0,9,0,2,2,37,1251.59,0,1,3,2,9,3,1,1,3
2021-01-19,1,215,Negotiation,0,0,8,1,0,2,40,1364.11,6,6,2,5,6,3,1,1,0
2021-02-06,1,215,Pitching,0,0,0,2,4,3,18,1364.11,140,3,4,8,5,3,1,1,0
2021-09-30,1,215,Commitment,0,0,0,2,4,3,18,1364.11,260,3,4,8,5,3,1,1,0
2021-01-10,1,215,Closed,0,1,3,4,0,2,13,1364.11,261,3,4,5,2,3,1,1,2
2021-01-15,3,216,Negotiation,0,0,8,2,0,2,36,1357.53,0,2,4,1,1,3,1,2,1
2021-01-29,3,216,Interaction,0,0,8,1,2,0,9,1357.53,14,6,3,8,5,3,1,2,0
2021-01-08,3,216,Pitching,0,0,9,3,0,2,7,1357.53,198,2,4,5,6,3,1,2,0
2021-04-08,3,216,Commitment,0,0,9,3,0,2,7,1357.53,201,2,4,5,6,3,1,2,0
2021-05-08,3,216,Closed,0,1,0,3,1,4,6,3278.12,202,0,2,4,6,3,1,2,1
2021-01-23,5,217,Negotiation,0,0,6,2,2,4,1,2269.53,0,0,3,8,7,2,1,0,1
2021-02-14,5,217,Pitching,0,0,7,2,3,0,34,2269.53,22,4,4,3,4,2,1,0,2
2021-08-05,5,217,Interaction,0,0,7,2,3,4,2,796.48,105,0,4,4,7,2,1,0,1
2021-11-30,5,217,Commitment,0,0,7,2,3,4,2,796.48,311,0,4,4,7,2,1,0,1
2021-01-12,5,217,Closed,0,1,4,4,0,2,8,2269.53,312,2,4,5,3,2,1,0,0
2021-01-23,4,218,Negotiation,0,0,9,2,0,2,38,1245.39,0,2,1,8,3,1,2,0,2
2021-02-14,4,218,Pitching,0,0,3,4,0,3,40,1245.39,22,0,2,3,8,1,2,0,2
2021-09-06,4,218,Interaction,0,0,7,0,3,3,17,2325.22,137,4,0,9,7,1,2,0,0
2021-11-30,4,218,Commitment,0,0,7,0,3,3,17,2325.22,311,4,0,9,7,1,2,0,0
2021-01-12,4,218,Closed,0,1,8,1,4,0,28,1245.39,312,6,2,5,4,1,2,0,3
2021-01-13,5,219,Interaction,0,0,9,2,4,3,42,2718.45,0,9,2,5,5,3,1,1,1
2021-01-04,5,219,Pitching,0,0,9,1,3,0,3,3452.28,78,9,0,5,7,3,1,1,1
2021-01-07,5,219,Negotiation,0,0,7,1,2,4,34,3452.28,169,8,2,3,4,3,1,1,3
2021-10-12,5,219,Commitment,0,0,7,1,2,4,34,3452.28,331,8,2,3,4,3,1,1,3
2021-11-12,5,219,Closed,0,1,8,0,2,2,10,3535.75,332,2,2,9,2,3,1,1,3
2021-01-17,3,220,Interaction,0,0,1,3,3,3,32,796.87,0,4,3,7,2,3,2,0,0
2021-01-05,3,220,Pitching,0,0,6,1,4,3,27,3878.68,104,3,1,3,2,3,2,0,0
2021-01-09,3,220,Negotiation,0,0,7,0,1,3,35,3878.68,227,9,1,3,4,3,2,0,0
2021-03-10,3,220,Commitment,0,0,7,0,1,3,35,3878.68,259,9,1,3,4,3,2,0,0
2021-04-10,3,220,Closed,0,1,5,0,2,2,16,3114.53,260,3,3,9,8,3,2,0,3
2021-01-13,2,221,Negotiation,0,0,9,1,3,2,18,954.09,0,6,4,6,2,3,3,1,2
2021-01-04,2,221,Pitching,0,0,5,0,4,0,16,2784.01,78,2,3,6,6,3,3,1,0
2021-06-18,2,221,Interaction,0,0,2,3,2,2,45,3794.28,156,2,0,3,2,3,3,1,2
2021-06-30,2,221,Commitment,0,0,2,3,2,2,45,3794.28,168,2,0,3,2,3,3,1,2
2021-01-07,2,221,Closed,1,0,7,4,2,2,22,2784.01,169,5,0,3,8,3,3,1,1
2021-01-17,4,222,Negotiation,0,0,6,0,0,4,4,4461.55,0,2,2,2,3,2,3,0,3
2021-01-27,4,222,Interaction,0,0,5,1,4,1,44,2037.48,10,7,0,1,5,2,3,0,1
2021-01-05,4,222,Pitching,0,0,1,2,3,2,38,1698.27,104,9,2,6,6,2,3,0,2
2021-08-31,4,222,Commitment,0,0,1,2,3,2,38,1698.27,226,9,2,6,6,2,3,0,2
2021-01-09,4,222,Closed,0,1,6,2,3,3,40,1698.27,227,9,3,2,6,2,3,0,3
2021-01-17,5,223,Negotiation,0,0,7,0,0,4,19,2920.26,0,2,1,7,6,0,1,2,3
2021-04-14,5,223,Interaction,0,0,0,0,0,4,23,803.1,87,7,2,9,8,0,1,2,1
2021-01-05,5,223,Pitching,0,0,4,4,1,4,1,4072.6,104,5,4,4,5,0,1,2,3
2021-08-31,5,223,Commitment,0,0,4,4,1,4,1,4072.6,226,5,4,4,5,0,1,2,3
2021-01-09,5,223,Closed,1,0,3,3,0,1,40,4072.6,227,8,2,3,7,0,1,2,0
2021-01-23,3,224,Negotiation,0,0,7,4,1,4,16,1167.95,0,0,1,9,4,1,1,2,0
2021-02-14,3,224,Pitching,0,0,3,0,1,0,14,1167.95,22,3,2,1,8,1,1,2,0
2021-12-03,3,224,Interaction,0,0,2,3,1,1,28,1528.73,48,3,3,8,1,1,1,2,1
2021-11-30,3,224,Commitment,0,0,2,3,1,1,28,1528.73,311,3,3,8,1,1,1,2,1
2021-01-12,3,224,Closed,0,1,5,2,1,0,33,1167.95,312,8,4,8,2,1,1,2,1
2021-01-21,2,225,Negotiation,0,0,4,2,4,2,31,2369.25,0,1,0,9,7,1,0,2,2
2021-01-06,2,225,Pitching,0,0,2,0,3,2,9,4640.84,131,9,2,3,7,1,0,2,3
2021-01-09,2,225,Interaction,0,0,7,3,3,4,37,521.8,223,6,4,8,8,1,0,2,3
2021-10-31,2,225,Commitment,0,0,7,3,3,4,37,521.8,283,6,4,8,8,1,0,2,3
2021-01-11,2,225,Closed,1,0,2,2,0,1,28,4640.84,284,2,4,6,7,1,0,2,0
2021-01-17,4,226,Negotiation,0,0,7,2,1,1,46,1028.73,0,5,0,9,9,0,1,0,1
2021-02-02,4,226,Pitching,0,0,6,2,2,3,2,1028.73,16,0,0,0,4,0,1,0,3
2021-07-04,4,226,Interaction,0,0,6,2,2,0,42,3916.38,80,3,1,5,5,0,1,0,0
2021-08-31,4,226,Commitment,0,0,6,2,2,0,42,3916.38,226,3,1,5,5,0,1,0,0
2021-01-09,4,226,Closed,0,1,2,3,3,1,46,1028.73,227,6,2,5,2,0,1,0,3
2021-01-23,1,227,Negotiation,0,0,3,1,3,2,25,2879.85,0,2,4,6,8,2,2,0,0
2021-02-14,1,227,Interaction,0,0,8,2,2,1,33,2879.85,22,0,2,8,2,2,2,0,3
2021-01-12,1,227,Pitching,0,0,5,1,1,2,45,2879.85,312,1,1,9,2,2,2,0,3
2021-12-20,1,227,Commitment,0,0,5,1,1,2,45,2879.85,331,1,1,9,2,2,2,0,3
2021-12-21,1,227,Closed,0,1,0,2,4,2,24,3383.17,332,3,3,6,8,2,2,0,2
2021-01-02,5,228,Pitching,0,0,6,1,3,2,33,4441.85,0,9,4,8,4,1,3,1,0
2021-01-03,5,228,Negotiation,0,0,0,0,2,4,8,4441.85,28,5,1,6,7,1,3,1,1
2021-01-05,5,228,Interaction,0,0,3,0,3,4,29,4441.85,89,8,3,3,3,1,3,1,0
2021-01-11,5,228,Commitment,0,0,3,0,3,4,29,4441.85,273,8,3,3,3,1,3,1,0
2021-02-11,5,228,Closed,0,1,9,4,0,1,1,4645.34,274,9,2,3,2,1,3,1,0
2021-01-13,3,229,Negotiation,0,0,5,0,3,1,6,1701.4,0,9,4,0,8,1,2,2,3
2021-01-25,3,229,Pitching,0,0,0,3,3,0,2,1701.4,12,5,1,0,2,1,2,2,2
2021-02-24,3,229,Interaction,0,0,4,4,0,1,22,1633.82,42,0,3,4,3,1,2,2,1
2021-06-30,3,229,Commitment,0,0,4,4,0,1,22,1633.82,168,0,3,4,3,1,2,2,1
2021-01-07,3,229,Closed,0,1,6,1,0,2,4,1701.4,169,4,2,6,3,1,2,2,0
2021-08-01,4,230,Interaction,0,0,7,0,3,0,45,3881.33,0,7,3,2,2,1,1,2,0
2021-01-03,4,230,Pitching,0,0,5,4,4,4,33,1982.84,52,2,2,2,5,1,1,2,1
2021-01-05,4,230,Negotiation,0,0,9,4,1,3,38,1982.84,113,4,1,8,9,1,1,2,1
2021-08-31,4,230,Commitment,0,0,9,4,1,3,38,1982.84,235,4,1,8,9,1,1,2,1
2021-01-09,4,230,Closed,0,1,7,2,0,1,27,1982.84,236,7,1,4,5,1,1,2,1
2021-01-23,5,231,Negotiation,0,0,2,3,3,2,26,3192.99,0,3,1,3,4,1,2,1,2
2021-02-14,5,231,Pitching,0,0,8,3,4,0,39,3192.99,22,4,2,6,5,1,2,1,3
2021-08-30,5,231,Interaction,0,0,0,0,2,1,29,1184.1,219,6,3,6,5,1,2,1,0
2021-11-30,5,231,Commitment,0,0,0,0,2,1,29,1184.1,311,6,3,6,5,1,2,1,0
2021-01-12,5,231,Closed,0,1,1,3,1,4,41,3192.99,312,8,3,5,3,1,2,1,2
2021-01-15,2,232,Negotiation,0,0,4,4,2,4,42,863.56,0,9,2,5,1,1,0,0,0
2021-01-29,2,232,Pitching,0,0,2,1,0,0,13,863.56,14,0,0,3,4,1,0,0,0
2021-04-19,2,232,Interaction,0,0,6,4,3,3,10,3554.74,94,8,4,5,2,1,0,0,1
2021-07-31,2,232,Commitment,0,0,6,4,3,3,10,3554.74,197,8,4,5,2,1,0,0,1
2021-01-08,2,232,Closed,0,1,2,2,4,0,45,863.56,198,2,2,9,9,1,0,0,3
2021-01-17,1,233,Negotiation,0,0,5,2,4,1,39,4627.06,0,0,1,6,9,3,1,0,3
2021-02-02,1,233,Pitching,0,0,8,4,2,1,37,4627.06,16,4,4,3,2,3,1,0,2
2021-04-02,1,233,Interaction,0,0,9,0,1,4,28,986.58,18,3,3,8,1,3,1,0,2
2021-08-31,1,233,Commitment,0,0,9,0,1,4,28,986.58,226,3,3,8,1,3,1,0,2
2021-01-09,1,233,Closed,1,0,9,3,3,4,11,4627.06,227,3,2,4,9,3,1,0,3
2021-01-21,4,234,Negotiation,0,0,3,4,0,4,7,2565.37,0,9,0,3,3,0,2,0,2
2021-01-06,4,234,Pitching,0,0,5,4,0,1,20,2632.11,131,4,4,1,4,0,2,0,2
2021-10-08,4,234,Interaction,0,0,6,1,3,4,36,1931.06,201,7,3,6,3,0,2,0,1
2021-10-31,4,234,Commitment,0,0,6,1,3,4,36,1931.06,283,7,3,6,3,0,2,0,1
2021-01-11,4,234,Closed,0,1,3,1,2,2,12,2632.11,284,2,1,6,9,0,2,0,2
2021-01-17,1,235,Negotiation,0,0,6,4,4,3,18,4347.53,0,7,4,8,5,2,2,0,3
2021-02-02,1,235,Pitching,0,0,7,3,1,4,8,4347.53,16,9,1,0,8,2,2,0,3
2021-08-23,1,235,Interaction,0,0,0,1,2,4,15,2691.8,218,0,0,2,9,2,2,0,0
2021-08-31,1,235,Commitment,0,0,0,1,2,4,15,2691.8,226,0,0,2,9,2,2,0,0
2021-01-09,1,235,Closed,0,1,2,4,2,2,37,4347.53,227,9,0,1,4,2,2,0,2
2021-01-15,1,236,Negotiation,0,0,1,1,4,2,35,1521.23,0,1,2,0,2,1,1,2,3
2021-01-29,1,236,Interaction,0,0,2,1,2,2,4,1521.23,14,4,2,6,8,1,1,2,3
2021-01-08,1,236,Pitching,0,0,3,3,0,2,3,1521.23,198,2,2,7,6,1,1,2,2
2021-09-30,1,236,Commitment,0,0,3,3,0,2,3,1521.23,258,2,2,7,6,1,1,2,2
2021-01-10,1,236,Closed,0,1,2,4,2,2,35,2607.93,259,5,4,9,3,1,1,2,3
2021-01-02,3,237,Pitching,0,0,8,1,2,1,36,4814.83,0,9,4,2,1,1,3,1,2
2021-01-03,3,237,Negotiation,0,0,9,1,0,4,12,4814.83,28,2,1,2,2,1,3,1,2
2021-01-05,3,237,Interaction,0,0,0,1,1,1,32,4814.83,89,9,3,8,9,1,3,1,3
2021-11-07,3,237,Commitment,0,0,0,1,1,1,32,4814.83,160,9,3,8,9,1,3,1,3
2021-12-07,3,237,Closed,0,1,1,0,0,3,34,1523.32,161,6,0,5,5,1,3,1,2
2021-01-21,1,238,Negotiation,0,0,8,2,2,2,31,4972.58,0,5,0,8,2,3,2,1,3
2021-01-31,1,238,Interaction,0,0,3,4,0,4,8,4731.18,10,8,3,8,9,3,2,1,3
2021-01-06,1,238,Pitching,0,0,3,3,3,1,13,3959.61,131,2,3,0,4,3,2,1,0
2021-10-31,1,238,Commitment,0,0,3,3,3,1,13,3959.61,283,2,3,0,4,3,2,1,0
2021-01-11,1,238,Closed,1,0,4,4,1,1,4,3959.61,284,4,4,6,9,3,2,1,1
2021-01-21,4,239,Negotiation,0,0,5,0,2,2,47,4716.34,0,3,3,2,6,0,3,1,1
2021-04-07,4,239,Interaction,0,0,0,1,4,1,14,1272.33,164,7,2,9,9,0,3,1,0
2021-02-10,4,239,Pitching,0,0,6,2,0,4,33,4716.34,254,2,4,0,6,0,3,1,1
2021-10-31,4,239,Commitment,0,0,6,2,0,4,33,4716.34,283,2,4,0,6,0,3,1,1
2021-01-11,4,239,Closed,0,1,5,2,1,4,30,4716.34,284,0,3,5,4,0,3,1,3
2021-01-03,1,240,Pitching,0,0,0,0,0,2,1,2891.43,0,8,0,2,2,1,1,2,0
2021-03-15,1,240,Interaction,0,0,1,3,2,4,25,711.5,14,8,2,6,5,1,1,2,3
2021-01-05,1,240,Negotiation,0,0,8,2,4,4,28,2891.43,61,0,3,2,6,1,1,2,0
2021-08-31,1,240,Commitment,0,0,8,2,4,4,28,2891.43,183,0,3,2,6,1,1,2,0
2021-01-09,1,240,Closed,0,1,9,4,3,0,44,2891.43,184,9,0,8,2,1,1,2,1
2021-01-23,4,241,Negotiation,0,0,6,3,2,3,35,4436.09,0,2,3,5,2,3,0,0,0
2021-02-14,4,241,Pitching,0,0,8,0,0,4,21,4436.09,22,9,1,7,5,3,0,0,1
2021-04-10,4,241,Interaction,0,0,2,3,3,0,5,4688.79,254,9,4,2,1,3,0,0,0
2021-11-30,4,241,Commitment,0,0,2,3,3,0,5,4688.79,311,9,4,2,1,3,0,0,0
2021-01-12,4,241,Closed,0,1,5,2,0,1,46,4436.09,312,0,4,5,9,3,0,0,1
2021-01-21,2,242,Negotiation,0,0,1,3,4,1,32,4342.73,0,9,4,8,1,2,0,1,2
2021-01-06,2,242,Pitching,0,0,0,2,2,2,19,3625.62,131,2,3,0,9,2,0,1,0
2021-06-30,2,242,Interaction,0,0,1,2,3,2,38,3265.03,160,7,4,0,1,2,0,1,1
2021-10-31,2,242,Commitment,0,0,1,2,3,2,38,3265.03,283,7,4,0,1,2,0,1,1
2021-01-11,2,242,Closed,0,1,3,1,0,1,31,3625.62,284,4,4,3,3,2,0,1,0
2021-01-03,3,243,Pitching,0,0,5,3,0,3,13,3032.45,0,8,4,8,8,0,1,0,2
2021-04-13,3,243,Interaction,0,0,6,3,1,0,44,1108.48,43,9,0,8,4,0,1,0,2
2021-01-05,3,243,Negotiation,0,0,9,1,0,2,31,3032.45,61,1,1,3,2,0,1,0,3
2021-08-31,3,243,Commitment,0,0,9,1,0,2,31,3032.45,183,1,1,3,2,0,1,0,3
2021-01-09,3,243,Closed,0,1,1,1,2,0,22,3032.45,184,1,1,0,1,0,1,0,0
2021-01-13,5,244,Interaction,0,0,9,2,1,0,2,4266.83,0,7,2,7,4,0,0,1,2
2021-01-04,5,244,Pitching,0,0,6,0,1,3,20,1722.95,78,5,0,1,5,0,0,1,2
2021-01-07,5,244,Negotiation,0,0,3,4,3,3,37,1722.95,169,2,2,2,4,0,0,1,3
2021-11-16,5,244,Commitment,0,0,3,4,3,3,37,1722.95,307,2,2,2,4,0,0,1,3
2021-11-17,5,244,Closed,0,1,3,2,0,2,2,4141.47,308,0,0,4,1,0,0,1,0
2021-01-17,4,245,Negotiation,0,0,4,3,1,0,26,2395.7,0,4,0,3,5,2,1,0,0
2021-02-02,4,245,Pitching,0,0,7,2,2,3,10,2395.7,16,5,4,4,8,2,1,0,2
2021-09-03,4,245,Interaction,0,0,1,3,0,2,30,4993.66,51,9,4,6,9,2,1,0,2
2021-08-31,4,245,Commitment,0,0,1,3,0,2,30,4993.66,226,9,4,6,9,2,1,0,2
2021-01-09,4,245,Closed,0,1,6,0,0,1,32,2395.7,227,8,0,8,1,2,1,0,1
2021-01-02,4,246,Pitching,0,0,1,4,0,1,21,4828.89,0,0,3,6,4,0,0,0,0
2021-01-03,4,246,Negotiation,0,0,1,1,2,0,6,4828.89,28,4,0,8,9,0,0,0,0
2021-03-14,4,246,Interaction,0,0,7,2,3,1,37,3141.91,41,4,4,1,2,0,0,0,1
2021-04-30,4,246,Commitment,0,0,7,2,3,1,37,3141.91,88,4,4,1,2,0,0,0,1
2021-01-05,4,246,Closed,0,1,1,0,4,4,33,4828.89,89,9,0,1,8,0,0,0,3
2021-01-19,5,247,Negotiation,0,0,2,2,3,2,19,717.34,0,0,0,8,6,3,0,0,3
2021-01-22,5,247,Interaction,0,0,9,0,1,4,33,4622.58,3,6,0,5,2,3,0,0,0
2021-02-06,5,247,Pitching,0,0,1,1,4,4,35,717.34,134,8,2,4,6,3,0,0,2
2021-09-30,5,247,Commitment,0,0,1,1,4,4,35,717.34,254,8,2,4,6,3,0,0,2
2021-01-10,5,247,Closed,0,1,6,4,3,0,38,717.34,255,2,3,8,5,3,0,0,1
2021-01-13,1,248,Negotiation,0,0,3,0,2,0,7,3179.52,0,5,0,7,2,0,1,1,2
2021-01-25,1,248,Pitching,0,0,7,3,1,0,38,3179.52,12,7,2,0,5,0,1,1,1
2021-09-02,1,248,Interaction,0,0,3,2,4,2,1,2166.62,27,4,0,8,9,0,1,1,1
2021-06-30,1,248,Commitment,0,0,3,2,4,2,1,2166.62,168,4,0,8,9,0,1,1,1
2021-01-07,1,248,Closed,0,1,1,4,2,1,36,3179.52,169,5,3,8,8,0,1,1,2
2021-01-13,2,249,Negotiation,0,0,2,3,3,3,22,4708.64,0,5,2,0,8,0,1,1,0
2021-01-25,2,249,Pitching,0,0,7,3,4,0,42,4708.64,12,4,3,6,7,0,1,1,3
2021-04-05,2,249,Interaction,0,0,2,4,0,2,47,2778.6,111,0,0,7,7,0,1,1,0
2021-06-30,2,249,Commitment,0,0,2,4,0,2,47,2778.6,168,0,0,7,7,0,1,1,0
2021-01-07,2,249,Closed,1,0,6,4,3,2,44,4708.64,169,9,2,5,2,0,1,1,1
2021-01-15,3,250,Negotiation,0,0,1,3,2,0,27,3290.07,0,0,2,4,7,0,0,2,1
2021-01-29,3,250,Interaction,0,0,0,0,0,1,38,3290.07,14,7,4,9,1,0,0,2,0
2021-01-08,3,250,Pitching,0,0,2,0,4,4,19,3290.07,198,6,4,1,5,0,0,2,0
2021-01-09,3,250,Commitment,0,0,2,0,4,4,19,3290.07,229,6,4,1,5,0,0,2,0
2021-02-09,3,250,Closed,0,1,4,4,4,0,38,4275.44,230,5,1,2,2,0,0,2,0
2021-01-13,1,251,Negotiation,0,0,7,1,1,4,25,707.56,0,7,4,8,1,2,0,2,1
2021-01-04,1,251,Pitching,0,0,1,2,1,4,39,2501.83,78,8,3,3,7,2,0,2,3
2021-06-15,1,251,Interaction,0,0,8,0,3,2,24,3344.55,153,5,1,5,5,2,0,2,3
2021-06-30,1,251,Commitment,0,0,8,0,3,2,24,3344.55,168,5,1,5,5,2,0,2,3
2021-01-07,1,251,Closed,0,1,8,0,0,4,11,2501.83,169,3,1,2,5,2,0,2,3
2021-01-19,4,252,Negotiation,0,0,0,3,2,1,16,3994.27,0,5,0,1,2,3,0,0,1
2021-03-31,4,252,Interaction,0,0,7,3,3,0,32,879.26,71,9,1,9,4,3,0,0,1
2021-02-06,4,252,Pitching,0,0,7,1,1,3,37,3994.27,134,7,4,9,9,3,0,0,0
2021-09-30,4,252,Commitment,0,0,7,1,1,3,37,3994.27,254,7,4,9,9,3,0,0,0
2021-01-10,4,252,Closed,0,1,1,2,4,2,47,3994.27,255,5,4,2,2,3,0,0,3
2021-01-03,2,253,Pitching,0,0,0,3,2,4,34,3035.12,0,0,1,6,6,3,0,2,1
2021-01-05,2,253,Negotiation,0,0,5,2,3,0,28,3035.12,61,8,0,3,9,3,0,2,1
2021-01-09,2,253,Interaction,0,0,0,1,3,2,20,3035.12,184,7,0,0,4,3,0,2,0
2021-11-20,2,253,Commitment,0,0,0,1,3,2,20,3035.12,264,7,0,0,4,3,0,2,0
2021-11-21,2,253,Closed,0,1,7,2,3,4,18,2133.9,265,5,3,6,3,3,0,2,3
2021-01-21,2,254,Negotiation,0,0,0,3,2,1,17,605.46,0,6,0,9,3,2,0,0,3
2021-03-17,2,254,Interaction,0,0,1,0,0,0,43,4621.48,55,2,4,7,8,2,0,0,0
2021-02-10,2,254,Pitching,0,0,7,1,3,2,39,605.46,254,1,3,9,1,2,0,0,1
2021-10-31,2,254,Commitment,0,0,7,1,3,2,39,605.46,283,1,3,9,1,2,0,0,1
2021-01-11,2,254,Closed,0,1,2,0,2,2,37,605.46,284,8,0,4,4,2,0,0,2
2021-01-02,2,255,Pitching,0,0,3,2,0,0,38,3739.39,0,0,1,9,7,2,2,0,3
2021-01-03,2,255,Negotiation,0,0,0,1,2,2,45,3739.39,28,5,1,3,1,2,2,0,2
2021-01-05,2,255,Interaction,0,0,4,0,2,0,31,3739.39,89,8,3,3,1,2,2,0,3
2021-04-09,2,255,Commitment,0,0,4,0,2,0,31,3739.39,215,8,3,3,1,2,2,0,3
2021-05-09,2,255,Closed,0,1,2,3,3,3,17,4254.47,216,5,4,0,9,2,2,0,3
2021-01-23,5,256,Negotiation,0,0,8,1,3,2,11,4342.08,0,3,4,8,7,1,3,0,1
2021-01-31,5,256,Interaction,0,0,1,1,2,0,23,2864.12,8,8,0,3,5,1,3,0,3
2021-02-14,5,256,Pitching,0,0,3,3,0,3,22,4342.08,22,6,4,1,7,1,3,0,3
2021-11-30,5,256,Commitment,0,0,3,3,0,3,22,4342.08,311,6,4,1,7,1,3,0,3
2021-01-12,5,256,Closed,0,1,0,4,3,4,23,4342.08,312,2,0,9,6,1,3,0,2
2021-01-13,4,257,Negotiation,0,0,5,2,1,0,34,1057.37,0,5,1,9,8,1,1,1,3
2021-01-25,4,257,Interaction,0,0,4,0,3,2,43,1057.37,12,3,3,8,9,1,1,1,2
2021-01-07,4,257,Pitching,0,0,0,0,3,0,38,1057.37,169,4,0,6,6,1,1,1,0
2021-09-21,4,257,Commitment,0,0,0,0,3,0,38,1057.37,251,4,0,6,6,1,1,1,0
2021-09-22,4,257,Closed,0,1,5,4,0,1,40,3615.89,252,2,4,9,2,1,1,1,0
2021-01-17,2,258,Negotiation,0,0,7,2,0,2,20,2195.13,0,1,0,0,1,0,2,1,2
2021-01-29,2,258,Interaction,0,0,9,1,0,1,17,2181.15,12,4,3,2,4,0,2,1,0
2021-02-02,2,258,Pitching,0,0,3,1,3,2,14,2195.13,16,4,2,3,9,0,2,1,1
2021-08-31,2,258,Commitment,0,0,3,1,3,2,14,2195.13,226,4,2,3,9,0,2,1,1
2021-01-09,2,258,Closed,0,1,7,1,4,3,35,2195.13,227,2,2,9,8,0,2,1,2
2021-01-21,2,259,Negotiation,0,0,8,4,4,1,34,4759.87,0,2,2,4,2,0,1,2,0
2021-05-02,2,259,Interaction,0,0,1,2,0,3,16,1668.91,15,5,0,5,8,0,1,2,2
2021-02-10,2,259,Pitching,0,0,4,2,2,3,45,4759.87,254,9,1,1,5,0,1,2,1
2021-10-31,2,259,Commitment,0,0,4,2,2,3,45,4759.87,283,9,1,1,5,0,1,2,1
2021-01-11,2,259,Closed,0,1,7,0,4,2,27,4759.87,284,9,4,7,6,0,1,2,2
2021-01-19,3,260,Negotiation,0,0,4,3,0,2,5,3677.34,0,0,3,1,9,1,1,1,0
2021-02-06,3,260,Pitching,0,0,5,0,0,4,13,3677.34,134,3,4,6,4,1,1,1,1
2021-07-31,3,260,Interaction,0,0,7,4,1,4,23,3572.63,193,6,2,1,4,1,1,1,2
2021-09-30,3,260,Commitment,0,0,7,4,1,4,23,3572.63,254,6,2,1,4,1,1,1,2
2021-01-10,3,260,Closed,0,1,8,1,3,3,28,3677.34,255,1,1,0,2,1,1,1,3
2021-01-15,2,261,Negotiation,0,0,9,3,3,4,16,966.95,0,6,0,4,4,1,3,0,1
2021-01-29,2,261,Pitching,0,0,8,0,4,2,23,966.95,14,2,2,1,3,1,3,0,2
2021-06-27,2,261,Interaction,0,0,1,3,3,4,14,3433.75,163,0,4,3,8,1,3,0,0
